epoch,mAP,loss
1,0.0,116.7166748046875
2,0.0,53.19511032104492
3,0.0,46.814130783081055
4,0.0,54.69857406616211
5,0.0,36.80195617675781
6,0.0,32.60078716278076
7,0.0,32.468791484832764
8,0.0,33.502410888671875
9,0.0,30.668713569641113
10,0.0,35.533501625061035
11,0.0,26.74002742767334
12,0.0,23.600417137145996
13,0.0,36.41032886505127
14,0.0,18.29301357269287
15,0.0,17.77548599243164
16,0.0,19.823037147521973
17,0.0,31.39732551574707
18,0.0,17.223093509674072
19,0.0,15.945521831512451
20,0.0,18.71688461303711
21,0.0,17.036442756652832
22,0.0011574069503694773,27.71263027191162
23,0.0038580233231186867,17.919848442077637
24,0.014682531356811523,12.59143352508545
25,0.05524687469005585,12.799538612365723
26,0.053086381405591965,14.115190505981445
27,0.040740709751844406,12.602478981018066
28,0.05864192917943001,11.475143432617188
29,0.058641936630010605,14.896681308746338
30,0.058641936630010605,12.76069164276123
31,0.08024683594703674,16.042787551879883
32,0.09722212702035904,13.516591787338257
33,0.060185134410858154,11.898499011993408
34,0.07253080606460571,14.736698150634766
35,0.19907383620738983,11.558528900146484
36,0.273147851228714,17.61968994140625
37,0.273147851228714,10.902543783187866
38,0.2870367467403412,14.672699928283691
39,0.24151208996772766,11.009232521057129
40,0.24845653772354126,11.943086624145508
41,0.22685156762599945,15.033621311187744
42,0.3749995827674866,14.395768165588379
43,0.321758896112442,9.928840637207031
44,0.2314811795949936,11.610252141952515
45,0.28549349308013916,10.19517993927002
46,0.44907358288764954,11.548057079315186
47,0.5972215533256531,11.748714208602905
48,0.37345635890960693,11.217195987701416
49,0.4104933738708496,12.921844244003296
50,0.4845673143863678,12.38071346282959
51,0.5740734338760376,12.595247268676758
52,0.39120328426361084,7.448957443237305
53,0.37036997079849243,14.759681701660156
54,0.3553236722946167,11.417011499404907
55,0.49999940395355225,9.872584342956543
56,0.388888418674469,9.797693252563477
57,0.3209872543811798,13.612673282623291
58,0.37345635890960693,13.748849391937256
59,0.49382659792900085,9.181225299835205
60,0.3749995231628418,14.844040632247925
61,0.39197486639022827,7.391068696975708
62,0.32561689615249634,15.86605453491211
63,0.3348761200904846,6.129342794418335
64,0.38425880670547485,7.626284122467041
65,0.3364194333553314,8.36983847618103
66,0.35030829906463623,15.12741470336914
67,0.2947528064250946,7.812740325927734
68,0.24691326916217804,7.569528579711914
69,0.4814809262752533,8.374891519546509
70,0.4444439113140106,8.550390720367432
71,0.4907401502132416,7.206618785858154
72,0.38773101568222046,5.3101818561553955
73,0.42476803064346313,5.224292874336243
74,0.5204469561576843,6.2959864139556885
75,0.5563265681266785,5.57812762260437
76,0.42901182174682617,13.012553691864014
77,0.4305550158023834,8.59284496307373
78,0.45987600088119507,16.02787709236145
79,0.40586376190185547,14.880971670150757
80,0.4027773439884186,12.837366104125977
81,0.42901182174682617,11.279455184936523
82,0.22839471697807312,12.27591872215271
83,0.20061703026294708,10.913857221603394
84,0.18672816455364227,12.68919849395752
85,0.1913577914237976,7.576304912567139
86,0.18827137351036072,6.515888094902039
87,0.37114158272743225,5.668015718460083
88,0.44984516501426697,5.923644304275513
89,0.4614192247390747,6.678899765014648
90,0.5185179114341736,5.648366689682007
91,0.5324068665504456,5.253600001335144
92,0.4953698515892029,5.581215143203735
93,0.47685134410858154,5.013503432273865
94,0.6203696727752686,4.117663264274597
95,0.45678964257240295,5.706304311752319
96,0.5679005980491638,4.3111560344696045
97,0.5679005980491638,5.212672472000122
98,0.5123450756072998,6.077398777008057
99,0.601851224899292,8.463069915771484
100,0.5810178518295288,6.187425851821899
