epoch,mAP,loss
1,0.0,116.71661376953125
2,0.0,53.20323944091797
3,0.0,46.39786338806152
4,0.0,54.775657653808594
5,0.0,37.98153495788574
6,0.0,32.86984634399414
7,0.0,33.11989736557007
8,0.0,32.94237422943115
9,0.0,28.377805709838867
10,0.0,37.3080940246582
11,0.0,27.505422592163086
12,0.0,22.446682929992676
13,0.0,34.70539474487305
14,0.0,19.170668601989746
15,0.0,16.730436325073242
16,0.03703700751066208,21.861567497253418
17,0.006172835361212492,26.114761352539062
18,0.03703700751066208,16.884732246398926
19,0.0046296268701553345,19.670689582824707
20,0.0,19.783973693847656
21,0.0,19.54067897796631
22,0.0009259255602955818,29.15022087097168
23,0.0010288060875609517,19.0053071975708
24,0.0010288060875609517,17.209412574768066
25,0.00132275081705302,22.24891471862793
26,0.0046296268701553345,15.878066062927246
27,0.10030855983495712,13.815799713134766
28,0.021604925394058228,16.84715747833252
29,0.06635798513889313,12.145626544952393
30,0.07407400012016296,21.66299819946289
31,0.07407400012016296,14.882478713989258
32,0.16975291073322296,12.504906177520752
33,0.16975291073322296,10.62998104095459
34,0.16975291073322296,11.508732318878174
35,0.10956781357526779,14.494073390960693
36,0.22067876160144806,13.477534294128418
37,0.3179008662700653,11.591769218444824
38,0.3317897617816925,12.366682529449463
39,0.3923606872558594,8.003007411956787
40,0.49999940395355225,8.783221244812012
41,0.47222164273262024,14.35754919052124
42,0.472221702337265,12.275552749633789
43,0.2831786870956421,11.3678560256958
44,0.39197486639022827,8.95037317276001
45,0.37036997079849243,12.08236837387085
46,0.39197486639022827,10.506309986114502
47,0.3456786572933197,14.17092490196228
48,0.5030858516693115,18.05253839492798
49,0.2762342691421509,15.35455846786499
50,0.2592589557170868,17.188292503356934
51,0.4583328068256378,16.61748695373535
52,0.29629597067832947,10.307701587677002
53,0.33333295583724976,23.082826614379883
54,0.33333295583724976,16.297173023223877
55,0.37036997079849243,11.497211456298828
56,0.3179008662700653,13.101665496826172
57,0.22067876160144806,16.93287754058838
58,0.18364176154136658,13.92362642288208
59,0.2731477916240692,16.41437339782715
60,0.2669749855995178,10.6300048828125
61,0.22067876160144806,8.171246767044067
62,0.15586400032043457,13.522153854370117
63,0.2361108511686325,7.437814235687256
64,0.3472217917442322,8.235606908798218
65,0.4444439113140106,13.015734672546387
66,0.388888418674469,18.109307289123535
67,0.416666179895401,10.673098802566528
68,0.3919748067855835,7.320388078689575
69,0.36419710516929626,9.258365631103516
70,0.2843360900878906,17.212276458740234
71,0.2349534034729004,15.468368768692017
72,0.17939792573451996,12.161872386932373
73,0.23495343327522278,16.899271607398987
74,0.4648914337158203,10.206872463226318
75,0.43248409032821655,9.483298778533936
76,0.48379579186439514,11.218598365783691
77,0.48379579186439514,8.225762844085693
78,0.38155820965766907,7.598361968994141
79,0.33989158272743225,7.214644193649292
80,0.3213731050491333,6.9757609367370605
81,0.4097217917442322,5.887536525726318
82,0.5208327770233154,5.406536817550659
83,0.5208327770233154,7.4215826988220215
84,0.3788576126098633,9.10277771949768
85,0.45408895611763,4.705631971359253
86,0.4849531352519989,4.454193115234375
87,0.5717586278915405,3.557175636291504
88,0.5717586278915405,5.053866863250732
89,0.6087956428527832,4.475303888320923
90,0.6701381206512451,3.5680125951766968
91,0.6701381206512451,3.330386996269226
92,0.6331011652946472,4.415934801101685
93,0.6331011652946472,9.154284954071045
94,0.6180549263954163,4.341615200042725
95,0.45447486639022827,5.533373832702637
96,0.41859525442123413,4.047675848007202
97,0.5065581202507019,4.53613543510437
98,0.6176690459251404,6.194580912590027
99,0.6141968965530396,3.7046151161193848
100,0.5864191055297852,7.327508449554443
101,0.6828696727752686,5.046047210693359
102,0.38888847827911377,5.960171937942505
103,0.506172239780426,7.432384252548218
104,0.4691352844238281,4.6917688846588135
105,0.38425880670547485,5.493145227432251
106,0.4510025382041931,5.108122944831848
107,0.35378047823905945,3.4807623624801636
108,0.4475303292274475,5.951434850692749
109,0.472221702337265,5.174814343452454
110,0.5092586874961853,3.8281444311141968
111,0.44290071725845337,4.54661750793457
112,0.40123409032821655,4.927891731262207
113,0.4783945083618164,5.7887513637542725
114,0.47415071725845337,4.44734263420105
115,0.4714500606060028,2.775733709335327
116,0.5524685382843018,4.130970239639282
117,0.5524685382843018,7.018449544906616
118,0.5601845383644104,3.5019636154174805
119,0.44907358288764954,4.851670503616333
120,0.3935180902481079,8.08371651172638
121,0.5686721801757812,4.211438059806824
122,0.4710642397403717,4.725719690322876
123,0.35069406032562256,6.868563890457153
124,0.3213731050491333,3.2428171634674072
125,0.37384212017059326,3.992393732070923
126,0.45910441875457764,2.699886441230774
127,0.5563265681266785,5.842254877090454
128,0.5694438219070435,5.655797481536865
129,0.5694438219070435,3.5695327520370483
130,0.4247680902481079,4.169208526611328
131,0.5790889263153076,3.119588017463684
132,0.5486104488372803,4.387191295623779
133,0.5127308368682861,5.147070407867432
134,0.5158173441886902,3.3046770095825195
135,0.4849531352519989,3.8514814376831055
136,0.5162031054496765,3.113456964492798
137,0.6072524189949036,6.025622367858887
138,0.5756166577339172,4.165103793144226
139,0.5061722993850708,3.5002981424331665
140,0.48302412033081055,2.7654297947883606
141,0.5524685382843018,4.02101743221283
142,0.47993776202201843,3.3245948553085327
143,0.6087956428527832,6.019149005413055
144,0.6458326578140259,2.707622528076172
145,0.6874992847442627,2.2592369318008423
146,0.5663573741912842,2.491170644760132
147,0.5651999711990356,2.7914393544197083
148,0.6010795831680298,2.133734405040741
149,0.5096444487571716,3.180476427078247
150,0.4880395531654358,2.3478718996047974
151,0.5285487771034241,2.0445462465286255
152,0.5902771353721619,3.05170139670372
153,0.5740734934806824,2.200514078140259
154,0.5902771353721619,2.404540777206421
155,0.5902771353721619,1.8994492292404175
156,0.5671290159225464,2.735278367996216
157,0.48996856808662415,3.5143927335739136
158,0.5841042995452881,2.0730284452438354
159,0.511187732219696,1.336122989654541
160,0.5250765681266785,1.6365991830825806
161,0.42939770221710205,2.8439137935638428
162,0.6226845383644104,2.833765149116516
163,0.5902771353721619,2.3514633774757385
164,0.5354932546615601,1.554909586906433
165,0.5887339115142822,3.4963009357452393
166,0.4976845979690552,1.8972450494766235
167,0.5127308368682861,2.3290507793426514
168,0.4479161500930786,2.915347456932068
169,0.5185179114341736,1.5027278661727905
170,0.3553236722946167,3.8158212900161743
171,0.42322486639022827,3.3684743642807007
172,0.6535487174987793,2.362170934677124
173,0.6840270161628723,2.489235043525696
174,0.6315579414367676,1.615286648273468
175,0.6315579414367676,1.9480093121528625
176,0.6226845383644104,3.311992645263672
177,0.6496906876564026,1.4403890371322632
178,0.5960641503334045,2.8297576904296875
179,0.4571753740310669,2.842598795890808
180,0.5960641503334045,2.5108697414398193
181,0.6874992847442627,2.4568687677383423
182,0.6874992847442627,4.232518553733826
183,0.6828696727752686,1.7534906268119812
184,0.6574066281318665,1.4721712470054626
185,0.5879623293876648,2.396192282438278
186,0.6631937623023987,1.3114721179008484
187,0.7002307772636414,1.7156749963760376
188,0.6631937623023987,1.6545770764350891
189,0.7187492847442627,1.193951040506363
190,0.6539344787597656,1.8053650856018066
191,0.48649632930755615,0.7347262799739838
192,0.49691301584243774,1.301548033952713
193,0.6350301504135132,1.072838693857193
194,0.621141254901886,1.6258845925331116
195,0.7361103296279907,1.9382858872413635
196,0.5563266277313232,2.4041882753372192
197,0.46952110528945923,3.8586446046829224
198,0.5729160308837891,2.9245985746383667
199,0.6778542399406433,3.27797794342041
200,0.7442122101783752,2.5911917984485626
201,0.65046226978302,2.733023703098297
202,0.447916179895401,2.5876773595809937
203,0.5393512845039368,2.905097723007202
204,0.3518514633178711,5.135387420654297
205,0.29629597067832947,10.733114242553711
206,0.2797064781188965,12.349654197692871
207,0.3460644483566284,12.811585187911987
208,0.39853349328041077,11.404215574264526
209,0.5501536726951599,9.697652220726013
210,0.5324068069458008,8.180351495742798
211,0.689814031124115,7.953938007354736
212,0.6701381206512451,5.979816436767578
